id,brand,car_model,type,desc,problem,datetime,status
568242,长安福特,蒙迪欧,2017款 EcoBoost 180 自动 时尚型,长安福特蒙迪欧加速无力 节气门积存机油,"A12,A163,",2021-01-28,处理反馈
568240,一汽-大众,宝来,2020款 1.5L 手动 舒适型,一汽大众宝来启动右转时底盘有较大异响,"G56,",2021-01-28,处理反馈
568239,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 悦享型,一汽大众捷达VS5变速箱异响 方向盘抖动,"B33,D80,",2021-01-28,用户评分
568237,上汽大众,途昂,2020款 改款 380TSI 四驱 豪华版,上汽大众途昂收取保费与保单不一致,"K308,",2021-01-28,处理反馈
568236,东风悦达起亚,奕跑,2019款 1.4L 自动 趣享版 国V,东风悦达起亚行驶时变速箱异响存在质量问题,"B33,",2021-01-28,处理反馈
568233,奇瑞捷豹路虎,发现运动版,2020款 249PS R-Dynamic SE 性能科技版 7座,奇瑞路虎发现运动版底盘变硬滤震效果变差,"G162,",2021-01-28,处理反馈
568229,上汽大众,途观L,2021款 380TSI 自动 四驱 R-Line越享版 7座,上汽大众途观L行驶时发动机熄火,"A14,",2021-01-28,处理反馈
568227,广汽乘用车,传祺GS5,2021款 进阶款 270T 科技智领版,广汽传祺GS5中控屏没有4G网络无法使用,"H155,",2021-01-28,用户评分
568225,东风日产,轩逸,2020款 改款 1.6L XL CVT 悦享版,东风日产轩逸变速箱失速 方向盘故障灯亮,"A14,B334,D156,",2021-01-28,处理反馈
568223,吉利汽车,缤越,2020款 PRO 260T DCT 骑士,吉利缤越行驶过程中方向盘有抖动的现象,"D80,",2021-01-28,用户评分
568221,奇瑞新能源,小蚂蚁,2018款 智享版 4座,奇瑞小蚂蚁行驶中突然断电无法使用	,"H343,",2021-01-28,厂家受理
568218,长城汽车,哈弗M6,2018款 1.5T DCT 两驱 精英型 改款,哈弗M6空调最小风量时异响质量差,"H101,",2021-01-28,处理反馈
568217,北京现代,领动,2018款 1.4T 双离合 炫动·活力型,北京现代领动方向盘卡滞 转向时沉重,"D123,D156,",2021-01-28,处理反馈
568214,东风标致,标致408,2016款 1.6T 自动 豪华版,标致408蓄电池充电故障更换电源管理模块,"H146,",2021-01-28,用户评分
568204,SWM斯威汽车,SWM斯威X7,2016款 1.5T 豪华型,SWM斯威X7发动机漏油 离合器方向机异响,"A12,C65,D59,",2021-01-28,厂家受理
568200,上汽大众,凌渡,2015款 280TSI DSG 舒适版,上汽大众凌渡变速箱故障行驶过程中脱挡,"B84,B246,",2021-01-28,处理反馈
568199,斯巴鲁,森林人,2019款 2.0i 智擎旗舰版 EyeSight,斯巴鲁森林人右前轮转向拉杆球头漏油,"D58,",2021-01-28,信息审核
568197,奇瑞汽车,瑞虎5x,2019款 HERO 1.5L 手动 时尚版,奇瑞瑞虎5x漆面生锈鼓包希望厂家处理,"H79,H81,",2021-01-28,用户评分
568195,一汽丰田,亚洲龙,2019款 2.5L Touring 尊贵版 国Ⅵ,一汽丰田亚洲龙4S店不予升级车机互联功能,"L314,",2021-01-28,信息审核
568194,一汽-大众奥迪,奥迪Q3,2021款 45 TFSI quattro 时尚动感型,一汽大众奥迪Q3车顶漏水希望厂家处理问题,"H90,",2021-01-28,信息审核
568193,一汽-大众,宝来,2017款 1.6L 手动 舒适型,一汽大众宝来刹车异响 多次维修未解决,"E43,",2021-01-28,处理反馈
568191,广汽丰田,凯美瑞,2016款 2.0G 自动 十周年纪念领先版,广汽丰田凯美瑞前半轴防尘套漏油,"G51,",2021-01-28,处理反馈
568188,东风日产,逍客,2021款 2.0L CVT 智享版,东风日产逍客轮胎生产日期与整车相差大,"M284,",2021-01-28,处理反馈
568186,东风日产,天籁,2021款 2.0L XL 舒适版,东风日产天籁加满油后刹车时汽油箱异响,"H72,H93,H147,",2021-01-28,处理反馈
568180,北京现代,悦纳,2020款 1.4L 手动 炫酷版GLS,北京现代悦纳4S店维修配件迟迟不到货,"N318,",2021-01-28,处理反馈
568176,一汽丰田,卡罗拉,2021款 1.2T S-CVT 豪华版,一汽丰田卡罗拉车门螺丝未安装到位,"J304,",2021-01-28,信息审核
568169,海马汽车,海马8S,2019款 1.6TGDI 手动 劲版,海马8S充电口没电 安全气囊有异响,"H79,H110,H103,",2021-01-28,信息审核
568168,上汽大众,途昂,2020款 330TSI 两驱 豪华版 国VI,上汽大众途昂车窗玻璃爆裂要求给予解决,"H113,I295,",2021-01-28,处理反馈
568164,江淮汽车,嘉悦A5,2020款 1.5T CVT 超越+型,江淮嘉悦A5引擎盖以及车身A柱生锈,"H81,",2021-01-28,用户评分
568163,东风悦达起亚,智跑,2018款 2.0L 自动 智享豪华版,起亚智跑行驶时前后减震异响 底盘异响,"G52,G56,",2021-01-28,处理反馈
568160,北京现代,索纳塔,2020款 380TGDi TOP 自动 旗舰版,北京现代索纳塔购车后保养券未兑现,"L313,",2021-01-28,处理反馈
568159,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,奥迪A4L发动机抖动变速箱顿挫转向抖动,"A24,B19,D80,",2021-01-28,信息审核
568157,一汽-大众,一汽-大众CC,2020款 330TSI 华颜版 国VI,一汽大众CC主驾驶反光镜和车门损坏,"H149,H211,",2021-01-28,处理反馈
568156,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳车灯不亮透镜有脏污痕迹,"H82,",2021-01-28,处理反馈
568152,东南汽车,东南DX3,2018款 1.5L 手动 尊贵型,东南DX3行驶时发动机异响严重 转向异响,"A9,D59,",2021-01-27,处理反馈
568148,观致汽车,观致5,2018款 1.6T 自动 尊贵型,观致5中控车机黑屏重启 蓝牙音乐卡顿,"H134,H155,I294,",2021-01-27,信息审核
568147,东风本田,本田CR-V,2018款 1.5T 手动 两驱 经典版,东风本田CR-V铝合金轮毂氧化 中控骨架生锈,"H79,H243,",2021-01-27,处理反馈
568146,一汽丰田,奕泽IZOA,2020款 2.0L 奕享版,一汽丰田奕泽仪表台材质差擦拭出现划痕,"H176,",2021-01-27,信息审核
568144,星途,星途TXL,2021款 1.6T 两驱 星享版,星途TXL车机双联屏黑屏 空调控制按钮失灵,"H134,H101,H155,",2021-01-27,信息审核
568142,广汽菲克Jeep,自由侠,2016款 1.4T 自动 高能版,广汽菲克Jeep自由侠漏玻璃水导致车内积水,"H109,",2021-01-27,厂家受理
568141,长安福特,锐际,2020款 EcoBoost 245 四驱 纵享款 ST-LINE,长安福特锐际变速箱换挡共振希望厂家解决,"B208,",2021-01-27,用户评分
568139,北汽昌河,北汽EV2,2019款 改款 8度版 1.8kW车载充电机,北汽昌河EV2零度以下电池不能充电,"H340,",2021-01-27,信息审核
568138,东风日产,轩逸,2019款 1.6XE+ CVT 智联豪华版 经典,东风日产轩逸行驶时中控台异响明显,"H93,",2021-01-27,处理反馈
568136,奇瑞汽车,艾瑞泽EX,2019款 1.5L 手动 青春版 国V,奇瑞艾瑞泽EX行驶中加速无力 后减震器异响,"A160,G52,",2021-01-27,信息审核
568135,东风雪铁龙,雪铁龙C4L,2015款 1.8L 自动 豪华版,东风雪铁龙C4L方向盘晃动有很大间隙,"D80,D337,",2021-01-27,用户评分
568131,新大洲本田,e韵110,踏板车,新大洲本田e韵110发动机异响声音嘈杂,"A9,",2021-01-27,信息审核
568130,福田汽车,时代驭菱 轻卡,2009款 轻卡,福田时代驭菱轻卡驾驶室生锈非常严重,"H79,",2021-01-27,信息审核
568128,广汽丰田,雷凌,2021款 185T CVT 豪华版,广汽丰田雷凌变速箱低速顿挫抖动,"B19,B95,",2021-01-27,处理反馈
568127,一汽丰田,威驰,2014款 1.5L 自动 智臻版,一汽丰田威驰4S店拆装后发动机异响	,"A9,J300,",2021-01-27,信息审核
568126,东风日产,阳光,2015款 1.5XE CVT 舒适版,东风日产阳光变速箱挡位传感器故障故障灯亮,"B96,",2021-01-27,处理反馈
568124,广汽本田,凌派,2019款 180Turbo CVT 豪华版 国VI,本田凌派正时皮带设计缺陷导致机油滤网堵塞,"Q322,",2021-01-27,用户评分
568122,东风日产,逍客,2019款 2.0L CVT 智享版,东风日产逍客4S店保养后车辆无法行驶,"J300,",2021-01-27,用户评分
568119,江淮汽车,瑞风S3,2017款 1.5L 手动 豪华智能型,江淮瑞风S3不平路面行驶时减震器出现异响,"G52,G204,",2021-01-27,处理反馈
568118,路虎进口,揽胜星脉,2020款 P250,进口路虎揽胜星脉行驶中共振影响正常驾驶,"H268,",2021-01-27,处理反馈
568115,东南汽车,东南DX7,2016款 1.5T 手动 凯旋版,东南DX7电子手刹锁死发动机噪音大动力不足,"A38,E159,G56,G245,",2021-01-27,信息审核
568112,东风日产,奇骏,2017款 2.0L CVT 舒适版 5座 2WD,东风日产奇骏车身漆面鼓包A柱处生锈,"H79,H81,",2021-01-27,处理反馈
568111,奇瑞汽车,瑞虎8,2019款 1.6TGDI 自动 豪华型,奇瑞瑞虎8变速箱换挡杆故障导致无法挂挡,"B184,H67,H88,",2021-01-27,处理反馈
568106,东南汽车,东南DX7,2017款 1.5T 自动 豪华型,东南DX7电子手刹抱死失灵无法解锁,"E159,",2021-01-27,处理反馈
568103,广汽丰田,凯美瑞,2015款 2.0G 自动 领先版,广汽丰田凯美瑞主驾驶座椅靠背调节异响,"H169,",2021-01-27,处理反馈
568102,上汽大众,途观L,2020款 330TSI 自动 两驱 智动豪华版 国VI,上汽大众途观L发动机抖动 语音功能故障,"A24,H134,",2021-01-27,处理反馈
568100,广汽本田,雅阁,2018款 2.0L 锐领版 锐·混动 国V,广汽本田雅阁发动机缸盖渗油未彻底解决,"A12,",2021-01-27,用户评分
568092,长城汽车,哈弗H5,2018款 2.0T 手动 四驱 精英型 经典版 柴油,哈弗H5发动机进气管爆裂存在质量问题,"H168,",2021-01-27,处理反馈
568087,东风本田,本田CR-V,2021款 240TURBO CVT 两驱 舒适版,东风本田CR-V机油乳化希望厂家处理,"A13,",2021-01-27,用户评分
568085,长安福特,锐际,2020款 EcoBoost 245 四驱 纵享款 ST-LINE,长安福特锐际后排座椅快速放倒拉杆减配,"Q350,",2021-01-27,处理反馈
568084,奇瑞汽车,艾瑞泽5,2016款 1.5L CVT 领潮版,奇瑞艾瑞泽5变速器异响希望尽快处理,"B33,",2021-01-27,处理反馈
568083,捷豹,捷豹XJ,2016款 XJL 2.0T 两驱 典雅商务版,捷豹XJ桃木内饰板开裂希望尽快解决,"H168,",2021-01-27,处理反馈
568082,广汽丰田,凯美瑞,2007款 240V 2.4 自动 至尊版,广汽丰田凯美瑞中控仪表台开裂存在质量问题,"H176,",2021-01-27,处理反馈
568079,北京现代,名图,2014款 1.8L 自动 舒适型,北京现代名图发动机拉缸熄火 换挡顿挫,"A14,A136,B19,H110,",2021-01-27,处理反馈
568078,一汽-大众,一汽-大众CC,2020款 330TSI 魅颜版 国VI,一汽大众CC车身与车内多处异响希望处理,"H15,H164,",2021-01-27,处理反馈
568077,吉利汽车,帝豪GL,2020款 1.4T CVT 豪华型,吉利帝豪GL后备箱无法关闭售后无法解决,"H68,",2021-01-27,处理反馈
568073,广汽丰田,雷凌,2016款 1.6G CVT 精英版,广汽丰田雷凌后减震器漏油希望处理,"G25,",2021-01-27,处理反馈
568069,一汽-大众,迈腾,2018款 330TSI DSG 豪华型 改款,一汽大众迈腾行驶中底盘异响厂家未解决,"G56,",2021-01-27,用户评分
